Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier
2473,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,10-11,,>=16,16.0,>=16,25.0,Tier 1
2474,65,Sep-2021,Delhi,110059.0,Male,55 to 60 years,Self-Employed,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Decline in price,Decline in price,No change in prices,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,20.0,>=16,25.0,Tier 1
2475,65,Sep-2021,Delhi,110059.0,Female,30 to 35 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,15-16,,>=16,17.0,>=16,18.0,Tier 1
2476,65,Sep-2021,Delhi,110059.0,Male,Up to 25 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Price increase more than current rate,Decline in price,7-8,,15-16,,<1,,Tier 1
2477,65,Sep-2021,Delhi,110059.0,Male,35 to 40 years,Other employees,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,Decline in price,No change in prices,No change in prices,Price increase more than current rate,No change in prices,>=16,40.0,>=16,40.0,>=16,40.0,Tier 1
2478,65,Sep-2021,Delhi,110059.0,Male,30 to 35 years,Financial sector employees,Price increase more than current rate,No change in prices,Price increase more than current rate,Decline in price,Decline in price,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,15-16,,>=16,20.0,>=16,20.0,Tier 1
2479,65,Sep-2021,Delhi,110059.0,Female,25 to 30 years,HOMEMAKER,Decline in price,Decline in price,Decline in price,No change in prices,Decline in price,Decline in price,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,No change in prices,10-11,,8-9,,10-11,,Tier 1
2480,65,Sep-2021,Delhi,110059.0,Male,55 to 60 years,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,8-9,,Tier 1
2481,65,Sep-2021,Delhi,110059.0,Male,50 to 55 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,8-9,,10-11,,10-11,,Tier 1
2482,65,Sep-2021,Delhi,110059.0,Male,35 to 40 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,No change in prices,>=16,70.0,>=16,75.0,>=16,75.0,Tier 1
2483,65,Sep-2021,Delhi,110059.0,Male,25 to 30 years,Other employees,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,10-11,,13-14,,Tier 1
2484,65,Sep-2021,Delhi,110059.0,Male,60 years and above,Retired persons,Price increase more than current rate,Decline in price,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,6-7,,5-6,,Tier 1
2485,65,Sep-2021,Delhi,110059.0,Male,30 to 35 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,65.0,>=16,80.0,>=16,80.0,Tier 1
